,words,absolutism,administrativ,akademi,allmoge,allmän,allmänna,alternativ,amerikanism,anakronism,anarkism,annan,annorlunda,antagonism,antisemitism,arkiv,artikel,assosiera,ateism,autonomi,avtal,barbarism,befattningshavare,begrepp,bilda,bonapartism,byråkratism,byta,central,cesarism,chauvinism,dagstidning,del,dela,delstat,delta,demokrati,demokratism,despotism,diskutera,dogmatism,dynastisk,ekonomi,ekonomisk,epok,era,europa,europeisk,fanatism,fatalism,federalism,fennicism,finans,finland,finlandism,finländare,finländsk,finne,finsk,finska,folk,folkrepresentation,form,formalism,fred,fråga,furstendöme,förbi,fördrag,förena,föreställning,författning,förhandla,förra,försvara,förvaltningssystem,förändring,gemensam,general,gensaga,geografisk,gestalt,grundlag,gräns,gränslandet,gränslinje,gudasaga,hertig,hertigdöme,hisoriograf,historia,historie-,historieskrivning,historiker,historisk,human,humanism,huvud,härskare,hävdateckning,idea,idealism,ifrågasatta,imperialism,imperium,indifferentism,individualism,inre,inrikes,integritet,intellectual,intern,intresse,invändning,invånare,jämförelse,jämlikhet,karelare,karelen,karelsk,karta,katolicism,kejsardöme,kejsare,kejserling,klerikalism,knutpatriotism,kombinera,kommunism,koncept,konservatism,konstitution,konstitutionalism,kontroversiell,kosmopolitism,krig,kultur,kung,kynne,lag,land,landområde,landtag,liberal,liberalism,lokal,lokalpatriotism,makt,marskalk,materialism,medborgare,medeltid,medlem,militarism,mobilisering,modern,monark,mynt,myt,napoleon,nation,naturalism,nature,nepotism,nihilism,nordiska,nutida,nyhetstidning,offentlig,officiell,olik,område,omtvistad,orts-,panslavism,paragraf,parlament,parlamentarianism,parlamentarisk_regering,partifanatism,partikularism,patriotism,pengar,penning,period,pest,pietism,polism,politik,positivism,princip,protektionism,protest,provins,publicera,radikalism,rationalism,realism,regel,regent,regering,regeringsform,region,representation,republikanism,res_publica,retorik,retorisk,rike,riksdag,risk,ryska,ryss,ryssland,rätt-,rättighet,samarbete,samband,samfund,samhällelig,samhället,samhällsform,sankt_petersburg,schism,sedel,sekel,sekterism,senat,separatismen,servilism,självstyrelse,skandinavien,skandinavism,skapa,skede,skepticism,skilja,slant,social,socialism,språk,språkdualism,språkfanatism,stat,statsform,statsorganism,statsskick,status,storfurstendöme,styre,styresman,ställning,stånd,stödja,stötta,suverän,suveränitet,svenska,sverige,swensk,system,talet,territorium,terrorism,tid,tidig,tidigare,tidstrogen,tjänsteman,trakt,tsar,tvistig,underståte,universitet,utforma,utilitarism,utvecklad,utverka,valuta,vandalism,vaxlä,vetenskap,välde,ämbetsman,århundrade,åsikt,överenskommelse,överlåta,year
1896,3870243,0,104,688,78,9144,3056,173,0,0,1,4678,285,0,0,165,213,1,0,0,1,0,0,114,928,0,0,172,648,1,1,0,46853,11870,1,1278,10,0,2,44,0,0,1066,913,6,22500,101,49,1,0,0,0,611,108,0,0,0,3111,201,130,4225,5,2969,0,1859,16400,1,1338,26,1029,385,629,3,1069,197,0,1642,1145,1031,36,14,122,818,1535,0,0,0,32,5,0,133,107,0,5,178,64,0,4450,0,0,18632,0,714,0,0,0,1,319,136,0,0,2193,1533,185,175,2,0,0,0,0,566,1,2,7,0,0,0,11,1,14,6,0,0,0,1,1098,215,1386,2,55347,28427,0,0,44,3,1192,4,160,13,0,166,16,709,4,264,136,5,582,6,3,605,0,146,0,2,29,24,0,1018,229,2547,2256,23,5324,0,656,38,3,0,0,0,5,46,1544,395,47,0,113,65,0,517,7,85,191,32,4,0,0,565,16,1787,639,6,173,0,0,0,0,3477,17804,1457,36,146,34,23374,1073,29,283,0,0,597,0,0,1,710,22,0,30,0,0,0,5,0,206,58,0,948,5,175,7,1337,0,0,23223,0,0,32,5,1,5023,32,4796,9611,302,2,0,0,1643,1239,2193,690,2343,3,0,14661,761,144,0,1,3413,3103,16,0,637,0,0,93,71,84,4,1,677,720,0,58,17,19,0,1896
1897,4101326,0,220,731,86,8831,2741,180,0,0,0,5770,256,3,0,1330,133,2,0,0,1,0,0,102,766,0,0,141,699,0,0,0,50249,13363,0,1572,21,0,0,52,0,0,1319,1199,5,25679,87,53,3,0,0,0,690,147,0,0,0,3270,191,152,3590,9,3050,2,1754,16904,3,1651,30,1232,120,805,17,1233,215,0,1490,958,1126,41,60,118,677,2053,2,0,0,57,2,0,239,165,0,3,195,114,0,4566,0,0,19060,0,858,0,0,0,0,501,68,0,0,2992,1692,180,224,0,0,0,1,0,458,0,10,15,0,0,0,33,0,9,0,1,0,0,0,1316,340,1352,15,58025,30836,3,0,33,3,1206,1,158,31,0,182,12,657,9,468,118,5,345,6,8,1927,0,53,0,0,45,23,0,909,195,2701,2097,24,5491,0,1099,27,0,0,0,0,5,73,1770,430,24,0,124,48,0,652,2,93,275,22,2,0,1,600,50,1579,506,4,123,0,0,0,0,3423,17871,1486,128,162,123,24365,960,66,306,0,2,370,0,0,2,758,30,0,5,0,0,0,5,0,226,118,0,867,5,152,15,1583,0,0,26514,0,0,8,30,3,7204,22,5457,10130,314,0,1,1,2318,2202,2992,790,1979,4,0,15275,804,155,0,0,4478,3150,21,0,687,0,0,90,58,63,2,1,502,609,0,83,57,28,0,1897
1898,4527753,0,205,514,115,8903,2977,161,0,2,0,5968,329,0,1,873,115,0,1,0,1,1,0,101,1072,0,0,261,609,0,1,0,53953,13994,0,1653,18,0,0,52,0,0,1287,1092,10,27241,89,85,1,0,0,0,559,146,0,0,0,3664,248,150,3492,6,2930,3,2271,19713,7,1781,17,1123,157,935,19,1156,232,3,1746,1056,1477,34,11,97,607,2534,2,0,0,41,0,0,171,81,0,0,151,120,2,4993,0,0,23077,0,927,0,0,0,0,359,134,1,0,3569,1649,193,193,1,0,0,0,0,715,9,3,13,0,0,0,13,0,12,3,1,0,0,0,1079,309,1502,17,65336,34255,1,0,24,2,1048,0,136,6,0,173,16,484,4,212,217,11,467,9,0,1146,0,189,0,1,67,46,0,508,172,2483,3406,43,6140,0,1158,36,2,0,0,0,1,66,1680,440,89,0,123,37,0,807,6,114,324,18,1,0,2,777,14,1504,448,9,153,0,0,0,0,3496,19428,1637,41,149,124,29294,1139,27,409,0,0,368,1,1,3,413,26,0,18,0,0,0,7,0,213,110,0,931,4,200,11,1837,0,0,30405,0,1,45,4,0,8548,20,5763,11080,291,0,2,2,2655,2246,3569,633,2422,3,0,17819,913,263,0,0,6407,3666,23,0,1052,0,0,76,84,60,0,5,454,780,0,92,22,29,0,1898
1899,3918895,0,363,575,80,8761,3224,263,0,1,0,4551,218,0,0,687,144,6,0,0,3,0,0,126,983,0,2,135,636,0,0,2,49890,12661,1,1764,30,0,2,27,0,0,1131,990,4,24569,127,119,1,0,0,0,532,68,0,0,0,2995,36,24,3691,12,2897,12,1939,17065,2,1539,48,1096,136,643,13,1239,169,0,1664,914,1471,29,19,107,693,1699,0,0,0,32,4,0,135,111,0,8,155,77,2,4593,0,0,18955,0,938,0,0,0,0,409,83,6,0,2667,1538,182,111,1,0,0,2,0,668,2,8,18,0,1,0,20,0,16,1,0,0,0,1,1712,265,1525,5,55888,29271,5,0,19,0,958,0,246,5,0,217,56,589,14,604,130,178,176,6,15,857,0,355,0,0,75,28,2,640,132,2375,3996,25,4966,0,872,72,1,0,0,0,2,66,1416,508,15,0,40,113,0,784,11,62,198,20,3,0,1,665,155,2045,692,4,215,0,0,0,0,3317,18284,1486,26,89,67,24472,733,27,349,0,2,325,3,0,3,496,47,0,12,0,0,0,8,4,154,77,0,611,4,277,26,1435,0,0,29709,0,2,40,21,0,8470,15,6012,9643,201,3,17,9,1836,1925,2667,922,2312,13,0,15547,788,251,0,0,4655,2752,31,0,1270,0,1,88,82,62,0,2,660,616,0,102,32,32,0,1899
1900,4127556,0,182,533,76,8140,2508,159,0,2,0,4518,209,0,0,210,120,0,0,1,1,0,0,106,1013,0,1,164,752,0,0,0,50797,13880,0,1705,18,0,1,37,0,0,1115,889,4,25037,89,75,0,0,0,0,558,144,0,0,0,2982,76,63,4333,3,2581,3,1986,18435,2,1172,16,1157,100,744,8,1182,282,2,1340,957,1045,36,23,117,883,1947,1,0,0,112,15,0,152,84,0,1,195,75,0,4710,0,0,19454,0,906,0,0,1,0,488,101,2,0,2284,1647,236,157,3,0,0,0,0,546,1,2,18,0,0,0,14,0,8,5,0,0,0,0,1120,227,1171,8,58667,29868,4,0,47,2,1152,3,157,11,2,113,5,548,1,548,287,78,228,3,11,945,0,49,1,0,260,27,0,369,128,2782,3250,31,5505,0,913,36,0,1,0,0,3,60,1514,676,58,0,108,58,0,981,6,135,351,16,2,0,0,623,12,1461,374,5,203,0,0,0,0,3511,17149,1934,40,123,79,23686,645,104,370,0,6,245,0,0,1,682,11,1,23,2,0,0,7,2,188,70,0,681,15,279,9,1168,0,0,27446,1,0,24,12,2,7388,105,5497,11024,334,0,5,1,1629,1710,2284,923,2554,2,0,17120,897,230,0,0,4219,2894,32,0,892,0,0,95,133,76,0,1,737,670,0,66,35,14,0,1900
1901,4723542,1,224,635,98,9507,3232,138,0,0,1,5265,326,0,0,1036,108,2,1,0,2,0,0,199,1649,0,0,167,781,0,1,0,56353,15903,0,1930,44,0,6,42,0,0,1552,1277,5,28494,93,78,4,0,0,0,705,128,0,0,0,3352,90,72,3990,17,3037,3,2410,20061,4,1354,17,1320,149,668,14,1280,257,0,1441,954,1681,35,53,114,564,2104,0,1,0,53,2,0,167,127,0,6,174,137,0,6070,0,0,22783,5,912,5,0,3,0,511,155,4,0,2381,1706,517,113,24,0,0,0,0,639,3,1,13,0,0,0,60,0,5,2,1,0,0,1,2745,328,1042,8,72227,34213,14,0,35,1,1070,1,186,35,2,212,13,545,59,485,179,10,158,17,21,1088,1,87,0,8,74,32,0,674,171,3105,3563,23,5677,0,1270,52,1,0,0,0,2,66,1966,711,33,0,78,80,0,996,0,116,327,37,0,1,0,874,151,1167,364,44,129,0,0,0,2,3449,19472,1994,70,162,127,32347,755,42,486,0,14,308,1,0,0,835,28,0,21,0,0,0,13,0,221,83,0,707,3,299,15,1483,0,0,29643,0,0,11,13,4,7952,20,6176,11905,297,9,8,1,1752,1648,2381,1089,2875,4,0,21965,958,222,0,7,5754,3453,32,0,927,1,2,96,113,58,0,6,839,669,2,102,86,21,0,1901
1902,5175821,0,275,471,58,11513,3408,352,0,0,0,5308,280,2,0,1151,196,0,0,1,3,0,0,160,1361,0,1,243,956,0,0,0,58849,16146,0,2127,39,0,1,33,2,1,1791,1491,6,30801,124,89,0,1,0,0,653,133,0,0,0,3932,172,140,4496,12,3449,13,2191,21871,2,1418,63,1295,208,734,9,1070,153,2,1608,1011,1384,31,17,116,626,1839,0,1,0,117,13,0,145,106,0,2,221,115,0,5941,0,0,23137,2,921,0,0,0,0,446,49,5,0,2445,2277,267,198,15,0,0,1,0,624,0,3,34,0,1,0,11,1,19,2,0,0,0,0,1309,295,1453,6,75709,36281,12,0,87,0,1543,1,1417,11,0,244,14,764,5,269,177,2,141,6,12,723,0,81,0,1,120,45,0,874,269,3545,3361,15,6408,0,1238,57,0,0,0,0,3,72,2228,772,39,0,88,172,0,1015,3,104,254,45,4,0,0,876,31,1399,367,17,504,0,0,0,1,3913,20491,3024,88,473,163,33684,891,89,422,0,5,522,0,1,4,392,33,0,13,0,0,0,16,1,258,160,0,957,6,372,7,1517,0,0,36326,0,1,30,16,1,8996,25,7656,13832,398,12,24,11,1853,1794,2445,870,3003,12,0,20385,924,258,0,2,4835,3952,28,0,1262,0,0,110,89,45,1,15,589,780,0,82,68,40,1,1902
1903,5378902,1,472,658,76,11359,3279,215,0,1,0,6253,381,0,0,410,354,3,0,1,3,0,0,144,1693,0,0,257,1133,0,1,0,64357,17972,0,2104,15,0,2,38,0,0,2132,1914,3,29280,122,82,1,1,0,0,1044,116,0,0,0,4377,95,70,3934,18,3568,12,1960,22194,8,2124,191,1336,247,1301,28,1186,224,1,1578,1178,1113,59,39,124,364,2598,0,27,0,68,3,0,183,89,0,2,177,154,0,6195,5,0,23837,0,1056,3,0,0,1,487,112,3,0,4020,2547,286,183,932,4,0,0,0,705,0,8,17,0,0,0,31,0,4,7,0,0,0,1,1154,356,26148,10,86297,40222,10,0,19,4,1444,2,1196,11,2,208,12,768,33,223,283,12,158,9,5,1713,0,138,0,0,73,50,0,731,403,3749,4375,23,6803,0,1511,44,0,0,0,0,2,118,1988,778,32,0,101,111,0,1105,5,239,643,64,3,0,1,856,108,1375,319,22,264,0,0,0,1,4685,20210,3616,123,267,98,31858,1024,122,550,0,10,311,3,0,2,468,38,1,14,1,0,0,10,1,330,99,1,974,13,261,31,1774,0,0,34293,1,1,2,25,5,11667,78,7280,13761,368,2,15,5,2924,2983,4020,994,3328,9,0,21438,1061,265,0,811,6085,3493,24,0,824,0,0,107,96,68,0,594,543,760,152,120,1406,31,0,1903
1904,5888314,0,249,934,42,14331,5436,328,0,0,2,7262,233,0,0,458,215,0,0,0,4,0,0,157,2209,0,5,175,745,0,0,0,69976,18860,0,2092,80,0,2,54,0,0,2048,1787,10,29859,123,82,0,0,0,0,705,225,0,0,0,4460,406,269,6540,23,4275,10,2184,25452,8,2233,37,1565,126,879,10,1648,263,2,1736,1584,1931,43,40,138,684,3468,0,162,0,20,1,0,250,132,0,6,325,91,2,6368,3,0,27143,1,1166,0,0,1,3,582,128,1,0,3860,2813,366,274,1129,9,0,0,0,842,0,5,11,0,0,0,58,0,6,6,0,0,0,0,1044,604,26662,8,79818,45946,11,0,87,0,1675,6,1327,143,0,328,37,716,18,309,216,15,134,0,6,1198,0,166,0,1,109,56,2,695,215,4411,4681,45,8124,0,625,212,12,0,0,0,7,132,1957,933,16,0,399,94,0,1113,2,81,457,48,4,0,1,964,149,1666,599,25,512,0,0,0,1,4549,23595,3260,53,162,80,32683,1231,101,638,0,15,543,3,0,1,431,27,0,50,0,0,0,9,0,447,198,0,876,2,460,15,2338,0,0,39983,1,0,30,24,5,11057,30,8515,14498,341,1,40,3,2835,2441,3860,1123,3777,26,0,25525,1181,337,0,639,5291,4644,23,0,1132,0,0,149,100,59,1,277,1136,859,189,80,1411,24,0,1904
1905,6170579,0,213,949,52,14549,4664,340,0,1,2,7415,344,0,0,345,343,0,0,0,5,1,0,135,1626,0,6,223,1190,0,4,3,75922,21187,0,2484,75,0,7,65,0,2,2112,1779,6,32494,91,82,2,0,0,0,1010,82,0,0,0,4536,149,93,6056,14,4101,21,2703,26149,0,1857,51,1584,109,1004,29,1794,263,2,1839,1501,1626,62,36,148,957,2666,0,59,0,74,0,0,206,99,0,5,347,88,0,6556,2,0,27860,0,1220,0,0,7,0,634,392,17,0,3464,2817,267,357,1135,15,0,0,0,1219,0,3,5,0,0,0,13,0,42,2,2,0,0,0,1977,535,31716,10,91225,46459,6,1,211,4,2753,1,1809,123,1,214,13,928,4,450,284,7,128,7,23,1021,0,241,0,3,516,63,0,811,240,4380,4913,35,8400,0,1632,90,4,0,0,0,1,151,1869,880,8,0,142,188,0,1282,0,129,264,52,1,1,0,1049,181,2249,719,15,432,0,0,0,0,5807,27067,2366,86,200,62,38831,2808,146,656,0,14,584,0,0,11,554,33,1,61,2,0,4,18,3,299,129,0,916,10,385,11,1739,0,0,40734,2,1,17,10,0,10736,40,9083,16675,520,1,41,16,2554,2898,3464,1336,3465,3,1,24673,1225,375,0,696,7182,4851,29,0,1101,2,0,114,137,72,3,270,846,1053,110,102,1473,133,0,1905
1906,5832442,0,265,959,82,12226,4164,391,0,0,11,7535,284,4,0,1041,267,0,0,0,4,1,0,219,1313,0,4,199,1102,0,0,0,71174,20571,1,1873,132,0,3,47,0,0,2672,2058,11,30719,124,127,2,0,0,0,1115,219,0,0,0,4591,141,100,6572,16,4348,20,2282,24637,5,2058,129,1380,143,1005,20,1662,264,0,1680,1231,1428,72,21,188,669,3161,0,30,2,42,0,0,262,119,0,3,356,116,0,6402,3,0,27056,2,1161,0,0,2,1,654,56,1,0,4219,2437,334,182,1225,20,0,0,0,1124,0,2,19,0,0,0,101,2,7,13,1,0,0,0,1128,286,29063,14,87065,44853,9,0,205,14,2176,1,1803,207,0,345,16,643,18,173,430,21,137,9,6,1697,0,105,0,6,64,57,0,1092,279,4258,5155,17,8090,0,799,117,5,0,0,0,3,110,2008,882,75,0,216,274,0,1257,9,87,200,67,5,0,0,1013,245,2152,568,15,442,0,0,0,2,5074,24458,4524,154,286,175,35984,904,127,636,0,20,750,1,0,0,592,28,0,44,0,0,5,19,0,271,166,0,854,6,825,39,1680,0,0,43598,0,0,27,8,1,12060,30,8433,15620,535,0,11,4,3139,3514,4219,1308,3517,7,1,23543,1318,445,0,592,9372,5269,30,0,1757,0,0,121,218,55,3,319,826,775,47,83,1344,71,0,1906
1907,7994582,2,350,1306,145,17000,5856,534,0,0,0,10927,390,1,1,1530,211,3,0,0,8,0,0,213,2087,0,16,308,1626,0,1,0,96845,29727,0,2754,344,1,9,65,0,0,2821,2439,7,43466,121,124,2,0,0,0,1101,185,0,0,0,6140,248,177,8386,42,5510,10,3530,34274,2,2946,64,2003,416,1597,11,2211,230,4,2480,1695,2845,64,43,188,1021,5363,0,81,0,57,2,0,547,177,0,11,410,159,0,8923,11,0,35268,3,1563,0,0,2,1,905,208,2,0,4221,3639,331,260,1810,24,0,0,0,1059,0,2,18,0,4,0,89,1,48,14,0,0,0,1,1196,567,38723,16,117082,60392,11,0,222,17,2880,4,2079,196,2,402,32,1023,3,321,476,12,154,9,5,1732,0,132,0,0,83,67,0,1150,303,5794,7613,18,9932,0,1891,91,10,0,0,1,5,133,2896,1215,37,0,151,266,0,1543,1,399,391,85,8,3,0,1684,422,2556,602,23,606,0,0,0,0,5915,31580,3708,130,175,99,51251,1367,192,944,0,20,851,0,0,4,818,19,0,85,0,0,1,14,0,623,168,0,1128,40,914,42,2354,0,0,60269,0,0,24,5,2,19600,11,11471,21261,561,2,17,1,3099,2590,4221,1976,7159,7,0,32782,1884,710,0,2147,7610,6300,45,0,3357,6,0,109,201,45,0,512,1360,851,103,96,1542,51,0,1907
1908,8637738,0,528,1529,95,18230,6424,428,0,3,0,8760,541,0,0,2791,294,1,1,2,6,3,1,215,1869,0,81,289,1403,0,2,1,104326,32010,0,3242,213,0,3,59,0,1,3624,3128,14,47647,140,94,2,0,0,0,1048,149,0,0,0,6762,94,59,8842,9,6956,28,3261,38159,0,3312,124,2488,632,2150,7,2681,284,2,2662,1697,2310,65,73,200,1201,3507,0,108,0,82,5,0,386,144,0,11,543,293,0,9179,8,0,40314,0,1548,0,0,0,1,830,110,3,0,6315,3408,421,340,1627,22,0,0,0,1328,0,2,17,0,0,0,69,0,71,6,0,0,0,0,3872,582,42485,12,123432,69543,16,0,87,7,3062,7,3566,212,1,482,26,1465,15,168,561,49,237,30,7,2238,0,146,0,3,130,78,0,1562,350,6360,6145,36,11852,0,1551,128,25,1,0,4,12,198,4814,1370,27,0,257,302,0,2116,5,158,623,78,14,0,0,2077,58,3725,907,21,357,0,0,1,0,6493,33018,3550,87,250,161,58906,1523,208,1249,0,39,853,2,0,2,640,31,0,48,0,0,0,22,0,566,185,0,1346,12,1002,25,2642,0,0,66906,0,0,37,30,0,20413,52,13053,23573,739,5,10,3,4850,3868,6315,1577,5651,18,0,37318,2045,729,0,2386,12285,6876,44,0,3358,12,0,186,234,55,0,597,1579,827,317,136,1755,63,0,1908
1909,7913009,3,330,1359,104,17627,5839,333,0,0,8,8548,442,0,0,1447,243,1,0,2,3,3,2,201,2078,0,11,325,1613,0,0,0,98037,28335,2,2905,235,0,0,97,1,0,3458,2798,16,43071,100,123,6,0,0,0,1559,161,0,0,1,6234,120,93,8048,11,5386,16,3137,35152,1,2641,52,2233,349,1524,11,2365,225,1,1915,1944,2690,54,78,172,730,3512,0,58,1,54,1,0,419,124,0,10,534,194,1,9639,5,0,36215,0,1466,0,0,1,2,634,346,10,0,4985,3458,384,223,1563,15,0,0,0,1264,3,2,13,0,0,0,51,0,26,2,0,0,0,1,2068,507,38757,10,112630,58904,2,3,91,4,2844,4,2126,160,3,590,37,1275,51,98,379,8,749,20,12,2071,1,109,0,3,121,51,0,991,309,5413,8376,31,10521,0,1733,230,11,0,0,0,4,229,2910,1145,14,0,210,235,2,1674,6,204,254,45,12,0,4,1627,36,3588,591,21,279,2,0,0,0,5330,32510,3669,151,265,159,53645,1482,196,1149,0,33,914,1,0,1,530,15,0,47,0,1,0,18,2,733,153,1,1571,25,866,23,2467,0,0,56652,7,0,16,4,1,17149,71,10844,20509,658,2,17,7,3731,3254,4985,1593,5096,3,0,33965,1977,671,0,2001,7467,5465,27,0,1977,5,0,136,222,82,1,842,1556,816,123,93,1655,65,0,1909
1910,7853537,1,341,698,70,16381,5425,422,0,0,6,9692,473,0,0,917,306,0,0,0,21,0,1,296,1925,0,7,315,1742,0,2,1,94231,28776,0,2491,252,1,2,95,4,0,4055,3541,16,45206,66,51,11,0,0,0,1693,180,0,0,0,6515,128,100,5824,5,5389,17,3364,34177,0,2590,14,2131,223,1404,35,2673,254,3,1753,1671,1902,71,36,133,384,4321,0,49,1,18,2,0,258,158,0,2,376,114,0,8816,6,0,36318,0,1356,0,0,0,1,692,228,0,0,4690,3629,393,229,1717,12,0,0,0,1019,1,3,3,0,2,0,68,0,38,4,0,0,0,0,1178,534,38186,10,119424,56537,5,0,386,7,2782,15,1706,151,0,372,46,4234,53,140,387,6,205,19,8,1885,0,263,0,1,140,101,0,1119,485,5608,5921,57,11470,0,3290,71,2,0,0,0,18,178,2715,834,23,0,261,329,0,1941,8,144,319,159,3,0,0,1495,287,2478,330,12,126,0,0,2,1,5599,30439,5672,85,123,64,47257,1731,173,1037,0,64,1144,1,0,4,496,21,0,26,2,0,1,16,0,692,121,0,1186,15,1504,23,1936,0,0,54494,0,0,10,32,0,18634,35,10881,20962,630,7,13,3,3466,2719,4690,1606,6618,2,0,34096,1877,714,0,1878,7794,5474,43,1,1124,10,0,150,188,64,5,433,901,631,102,81,1266,66,0,1910
1911,8204080,0,463,1669,60,16956,5962,533,0,1,0,9724,448,1,0,648,269,0,0,1,41,0,171,265,2100,0,13,327,1955,0,2,0,97486,27546,4,2805,437,0,3,103,2,1,4551,4035,15,47747,73,80,2,0,0,0,1579,143,0,0,0,7136,214,160,8730,16,6110,15,3916,37466,2,3274,118,2115,461,1530,39,3794,316,4,2125,1754,2323,95,60,159,915,3290,0,49,1,29,3,0,429,168,0,7,394,216,4,10642,4,0,38142,1,1425,0,0,0,3,784,193,2,0,4911,4263,358,262,1595,10,0,0,0,1232,0,0,7,0,0,0,72,0,29,8,0,0,0,0,2148,561,38401,35,117975,63107,9,0,966,17,3171,2,2368,149,4,405,50,2692,47,309,495,31,379,28,12,2345,1,128,0,23,149,116,0,1220,450,6358,7294,55,11566,0,2068,214,11,0,0,2,7,258,2334,1136,19,0,219,495,0,1961,6,132,3001,134,2,1,2,1660,101,2350,595,74,267,1,0,1,1,4954,34118,4073,258,233,126,50044,1758,288,1405,0,84,842,0,0,8,320,34,0,21,0,0,2,12,10,720,209,0,1448,24,1273,6,2457,0,0,59714,1,0,33,52,2,22925,4,12397,23607,762,6,12,2,3600,3219,4911,1645,6097,2,0,35589,2131,828,0,1749,7015,6032,97,0,1540,24,7,189,226,85,1,569,1226,745,173,108,1338,88,3,1911
1912,8153062,2,339,889,73,18249,6618,469,0,6,5,8742,416,0,0,957,218,0,0,6,0,1,0,371,1581,0,5,287,2317,0,3,0,98130,28342,0,2843,581,0,1,132,0,0,3522,2925,11,43609,154,147,7,0,0,0,1522,145,0,0,1,6935,111,94,8948,27,5693,48,3361,37379,8,2503,74,1954,215,1600,22,2956,248,2,1847,2150,1549,74,53,147,694,3708,4,39,0,30,2,0,429,213,0,3,576,306,0,9961,0,0,37583,2,1331,2,0,0,3,698,185,37,0,5810,4077,448,161,1508,11,0,0,0,1199,2,0,15,0,1,0,30,0,51,15,0,0,0,0,2365,781,40616,36,117166,58996,12,0,767,18,3166,2,2697,106,0,523,37,1755,16,951,498,81,189,9,4,3491,0,92,0,15,246,70,0,1215,448,6301,7620,56,11538,0,1720,242,9,0,2,1,10,345,2813,1126,18,0,110,772,0,1883,0,149,470,123,1,0,0,1886,113,2962,254,12,245,0,1,0,0,5131,37734,4623,88,284,158,54125,1258,306,1308,0,66,1074,1,0,1,874,25,0,29,0,0,1,21,3,924,158,0,1280,23,3898,38,2988,0,0,58832,6,0,78,35,7,17967,10,11531,22226,800,2,60,26,4241,3813,5810,1392,4511,21,1,34552,2242,835,0,1401,8890,5954,115,1,2380,31,0,135,238,75,5,462,1661,833,78,89,1107,46,0,1912
1913,9462358,4,505,1431,69,21806,7266,701,0,0,2,9949,402,0,0,1116,242,0,2,0,1033,0,1286,446,2007,0,11,293,3356,0,2,0,119765,34038,5,3134,581,3,2,173,0,2,5270,4281,11,52930,210,149,1,1,0,0,1822,195,0,0,0,8044,291,211,13118,22,7147,8,3551,42566,3,3129,33,1897,521,1645,33,3600,321,1,2361,2239,2770,81,60,255,474,4847,4,84,0,37,0,0,380,235,0,12,640,175,0,12985,6,0,41728,1,1464,0,0,0,1,1082,210,7,0,6612,5388,625,333,1950,12,0,0,0,1605,2,3,6,0,1,0,84,0,23,1,1,0,0,0,1799,833,48317,58,135663,64619,1,1,755,26,3652,3,2709,170,2,476,69,1322,10,227,522,29,239,7,8,3230,1,187,0,0,136,102,1,1528,481,7677,9723,52,13673,0,2320,472,35,0,1,0,3,394,2488,1756,27,0,471,768,0,2903,30,197,782,164,2,0,0,2488,287,3706,499,22,364,0,0,0,2,7133,38919,5908,150,379,281,53960,1044,359,1559,0,80,1219,0,0,3,1099,26,0,19,0,0,53,23,3,944,159,1,1316,141,2237,28,2777,0,0,65245,3,0,31,41,1,22298,4,14045,26308,1035,9,64,5,5113,4221,6612,2520,5549,27,0,39454,2837,1177,0,1892,8265,6626,41,0,1763,46,0,135,558,119,0,677,1535,991,84,131,1332,857,230,1913
1914,10756013,2,496,1055,37,21217,7286,1009,0,0,13,12305,493,0,0,861,249,0,1,0,1705,0,1798,327,2635,0,3,443,3014,0,2,0,133894,38572,0,3693,853,3,2,172,0,0,4685,3934,11,61188,193,177,16,0,0,0,1989,250,0,0,1,8549,258,183,12805,31,7736,15,5082,44997,1,3733,147,2392,343,2089,32,4970,341,1,2389,2033,3738,106,47,215,1073,4834,0,74,0,28,0,0,381,155,1,10,713,286,1,15971,7,0,47280,0,1719,1,0,0,1,994,184,23,0,6616,4850,588,273,2035,10,0,0,0,1912,6,0,15,0,1,0,99,0,58,4,1,0,0,0,13579,788,54268,20,163953,73195,7,0,1310,10,4276,3,5233,101,4,589,25,1451,24,866,595,89,291,9,10,3356,0,345,0,3,113,140,0,1861,456,7763,11461,41,13168,0,2833,214,17,0,1,0,12,414,3445,2064,17,0,351,706,0,2550,4,301,664,79,3,0,2,2033,312,3483,913,25,348,0,0,1,1,7796,48901,5809,241,590,200,71189,2255,266,1898,0,70,1002,2,0,3,444,43,1,41,0,0,67,26,0,851,208,1,1650,462,3207,20,2871,0,0,78415,5,0,76,13,1,27487,18,16693,29876,1050,24,20,10,4826,4504,6616,2856,6483,16,0,47059,3351,1478,0,2048,15265,8807,51,0,1969,74,0,158,1614,102,5,675,1852,1000,122,102,1150,727,362,1914
